Logradouro/Nome,Bairro/Distrito,Localidade/UF,CEP
Rua Fernando Amaro - de 1441/1442 ao fim,Cristo Rei,Curitiba/PR,80050-432
Rua Reinaldino Schaffenberg de Quadros - de 1081/1082 ao fim,Cristo Rei,Curitiba/PR,80050-435
Rua Brigadeiro Rocha Loures,Cristo Rei,Curitiba/PR,80050-440
Jardinete Doutor Roque Vernalha,Cristo Rei,Curitiba/PR,80050-442
Rua Oyapock,Cristo Rei,Curitiba/PR,80050-450
Travessa Ângelo Piazzetta,Cristo Rei,Curitiba/PR,80050-460
Rua Coronel Pedro Scherer Sobrinho,Cristo Rei,Curitiba/PR,80050-470
Rua Adão Sobocinski,Cristo Rei,Curitiba/PR,80050-480
Rua João Pontoni,Cristo Rei,Curitiba/PR,80050-490
Rua Rubens Santos Costa,Cristo Rei,Curitiba/PR,80050-500
Rua Governador Agamenon Magalhães - até 498/499,Cristo Rei,Curitiba/PR,80050-510
Rua Urbano Lopes,Cristo Rei,Curitiba/PR,80050-520
Rua João Dranka,Cristo Rei,Curitiba/PR,80050-530
Rua Major Antônio Gomes Ferreira,Cristo Rei,Curitiba/PR,80050-540
Avenida Nossa Senhora da Penha,Cristo Rei,Curitiba/PR,80050-550
Rua Guilherme Born,Cristo Rei,Curitiba/PR,80050-560
Rua Delegado Leopoldo Belczak - até 233/234,Cristo Rei,Curitiba/PR,80050-570
Rua Roberto Cichon - até 254/255,Cristo Rei,Curitiba/PR,80050-580
Jardinete Terezinha Schlivinski,Cristo Rei,Curitiba/PR,80050-590
Rua Zeila Moura dos Santos - até 569/570,Cristo Rei,Curitiba/PR,80050-605
"Avenida Presidente Affonso Camargo, 2305

Edifício Cidade Luz",Cristo Rei,Curitiba/PR,80050-900
"Rua Schiller, 555

Edifício Newton",Alto da Rua XV,Curitiba/PR,80050-901
"Rua Sanito Rocha, 207

Edifício Solar do Ipê",Cristo Rei,Curitiba/PR,80050-902
"Rua XV de Novembro, 2765 Clique e Retire Correios

AGF XV de Novembro Clique e Retire",Alto da Rua XV,Curitiba/PR,80050-959
"Rua XV de Novembro, 2765

AGF XV de Novembro",Alto da Rua XV,Curitiba/PR,80050-981
Rua XV de Novembro - de 0896/897 a 1598/1599,Centro,Curitiba/PR,80060-000
Rua Marechal Deodoro - de 0767/768 a 1473/1474,Centro,Curitiba/PR,80060-010
Rua Benjamin Constant,Centro,Curitiba/PR,80060-020
Rua Comendador Macedo,Centro,Curitiba/PR,80060-030
Travessa Itararé,Centro,Curitiba/PR,80060-040
Rua Nilo Cairo,Centro,Curitiba/PR,80060-050
Avenida Visconde de Guarapuava - de 1496/1497 a 2179/2180,Centro,Curitiba/PR,80060-060
Avenida Sete de Setembro - de 1691 a 2193 - lado ímpar,Jardim Botânico,Curitiba/PR,80060-070
Largo Baden Powell,Rebouças,Curitiba/PR,80060-080
Avenida Presidente Affonso Camargo - até 568/0569,Jardim Botânico,Curitiba/PR,80060-090
Rua Ubaldino do Amaral - de 1476 ao fim - lado par,Jardim Botânico,Curitiba/PR,80060-092
Rua Conselheiro Laurindo - até 1084/1085,Centro,Curitiba/PR,80060-100
Rua Tibagi,Centro,Curitiba/PR,80060-110
Rua Mariano Torres,Centro,Curitiba/PR,80060-120
Rua Francisco Torres,Centro,Curitiba/PR,80060-130
Rua Doutor Faivre,Centro,Curitiba/PR,80060-140
Rua General Carneiro,Centro,Curitiba/PR,80060-150
Rua da Paz,Centro,Curitiba/PR,80060-160
Rua Ubaldino do Amaral - de 942 a 1474 - lado par,Centro,Curitiba/PR,80060-162
Rua Saldanha da Gama,Centro,Curitiba/PR,80060-170
Rua Ubaldino do Amaral - de 432 a 940 - lado par,Centro,Curitiba/PR,80060-172
Praça do Expedicionário,Centro,Curitiba/PR,80060-180
Rua Ubaldino do Amaral - até 429/430,Alto da Glória,Curitiba/PR,80060-195
Rua Amintas de Barros - até 688/689,Centro,Curitiba/PR,80060-205
Largo Bittencourt,Centro,Curitiba/PR,80060-210
Rua Conselheiro Araújo,Centro,Curitiba/PR,80060-230
Rua Padre Camargo,Alto da Glória,Curitiba/PR,80060-240
Rua Vinte e Um de Abril - de 356/357 ao fim,Alto da Glória,Curitiba/PR,80060-265
Rua Floriano Essenfelder,Alto da Glória,Curitiba/PR,80060-270
Rua Itupava - até 475 - lado ímpar,Alto da Glória,Curitiba/PR,80060-272
"Rua General Carneiro, 181

Hospital de Clínicas - UFPR",Alto da Glória,Curitiba/PR,80060-900
"Rua Amintas de Barros, 330

Edifício Itamaraty",Centro,Curitiba/PR,80060-901
"Rua Conselheiro Araújo, 825

Edifício Central Ville",Centro,Curitiba/PR,80060-902
"Rua Conselheiro Laurindo, 502

Centro Comercial Curitibano",Centro,Curitiba/PR,80060-903
"Rua Conselheiro Laurindo, 781

Edifício Conselheiro Laurindo",Centro,Curitiba/PR,80060-904
"Rua XV de Novembro, 1206

Edifício Rio de Janeiro",Centro,Curitiba/PR,80060-905
"Rua XV de Novembro, 1222

Edifício Santa Catarina",Centro,Curitiba/PR,80060-906
"Rua XV de Novembro, 1517

Edifício Aplub Curitiba",Centro,Curitiba/PR,80060-907
"Rua Itupava, 701

Isi Medicina",Juvevê,Curitiba/PR,80060-910
"Avenida Visconde de Guarapuava, 1895 Clique e Retire Correios

AGF Visconde de Guarapuava Clique e Retire",Centro,Curitiba/PR,80061-959
"Avenida Visconde de Guarapuava, 1895

AGF Visconde de Guarapuava",Centro,Curitiba/PR,80061-981
"Rua Amintas de Barros, 627 Clique e Retire Correios

AGF Amintas de Barros Clique e Retire",Centro,Curitiba/PR,80062-959
"Rua Amintas de Barros, 627

AGF Amintas de Barros",Centro,Curitiba/PR,80062-981
Avenida Prefeito Omar Sabbag,Jardim Botânico,Curitiba/PR,80210-000
Avenida Dario Lopes dos Santos,Rebouças,Curitiba/PR,80210-010
Rua Engenheiro Leão Sounis,Jardim Botânico,Curitiba/PR,80210-020
Rua Doutor João Skalski,Jardim Botânico,Curitiba/PR,80210-030
Rua Engenheiros Rebouças - até 1099/1100,Jardim Botânico,Curitiba/PR,80210-040
Rua Antônio Martins de Araújo,Jardim Botânico,Curitiba/PR,80210-050
Rua Brasílio Itiberê - até 735/736,Jardim Botânico,Curitiba/PR,80210-060
Rua Sant'Ana,Jardim Botânico,Curitiba/PR,80210-070
Jardinete Constantino Stroppa,Jardim Botânico,Curitiba/PR,80210-075
Rua João Batista Ribeiro,Jardim Botânico,Curitiba/PR,80210-080
Rua Ernesto de Araújo,Jardim Botânico,Curitiba/PR,80210-090
Rua Tufik José Guérios,Jardim Botânico,Curitiba/PR,80210-100
Rua Paschoal Bordignon,Jardim Botânico,Curitiba/PR,80210-110
Rua Said Fatuch,Jardim Botânico,Curitiba/PR,80210-120
Rua José Ananias Mauad,Jardim Botânico,Curitiba/PR,80210-130
Rua Eleonora Muricy Novaes,Jardim Botânico,Curitiba/PR,80210-131
Rua Coração de Maria,Jardim Botânico,Curitiba/PR,80210-132
Rua Professor Luiz Carlos Pereira da Silva,Jardim Botânico,Curitiba/PR,80210-134
Rua Doutor Salvador de Maio,Jardim Botânico,Curitiba/PR,80210-136
Rua Alexandre Sech,Jardim Botânico,Curitiba/PR,80210-138
Jardinete Rutílio de Sá Ribas,Jardim Botânico,Curitiba/PR,80210-140
Rua Maurício Nunes Garcia,Jardim Botânico,Curitiba/PR,80210-150
Rua Padre Francisco João Azevedo,Jardim Botânico,Curitiba/PR,80210-160
Avenida Prefeito Lothario Meissner,Jardim Botânico,Curitiba/PR,80210-170
Praça Itália,Jardim Botânico,Curitiba/PR,80210-180
Rua Doutor Jorge Meyer Filho,Jardim Botânico,Curitiba/PR,80210-190
Jardinete Stella Surugi Leprevost,Jardim Botânico,Curitiba/PR,80210-192
Rua Engenheiro Gottardo Bottarelli,Jardim Botânico,Curitiba/PR,80210-200
Travessa Leocádio Pereira da Costa,Jardim Botânico,Curitiba/PR,80210-210
Rua Coronel João da Silva Sampaio,Jardim Botânico,Curitiba/PR,80210-220
Rua Dante Alighieri,Jardim Botânico,Curitiba/PR,80210-230
Travessa Terézio Porto,Jardim Botânico,Curitiba/PR,80210-240
Travessa Major Correia Lima,Jardim Botânico,Curitiba/PR,80210-250
Rua Hildebrando de Araújo,Jardim Botânico,Curitiba/PR,80210-260
Praça Jornalista Divonira Torres Kudri,Jardim Botânico,Curitiba/PR,80210-265
Rua Brigadeiro Antônio de Sampaio,Jardim Botânico,Curitiba/PR,80210-270
Rua Carlos Antônio de Azevedo,Jardim Botânico,Curitiba/PR,80210-280
Rua Martin Varela,Jardim Botânico,Curitiba/PR,80210-290
Rua São Januário,Jardim Botânico,Curitiba/PR,80210-300
Travessa Ludovico Seyer,Jardim Botânico,Curitiba/PR,80210-310
Rua Bento Azambuja,Jardim Botânico,Curitiba/PR,80210-320
Rua São Joaquim,Jardim Botânico,Curitiba/PR,80210-330
Travessa Martinho Diogo Teixeira,Jardim Botânico,Curitiba/PR,80210-340
Rua Doutor Corrêa Coelho,Jardim Botânico,Curitiba/PR,80210-350
Rua Professora Annette Macedo,Jardim Botânico,Curitiba/PR,80210-360
Avenida Prefeito Maurício Fruet - até 626 - lado par,Jardim Botânico,Curitiba/PR,80210-370
Praça Hayao Washida,Jardim Botânico,Curitiba/PR,80210-375
Rua Lourenço José Tiepolo,Jardim Botânico,Curitiba/PR,80210-380
Rua Engenheiro Ostoja Roguski,Jardim Botânico,Curitiba/PR,80210-390
Rua Alberto Twardowski,Jardim Botânico,Curitiba/PR,80210-400
Rua Pergentina Silva Soares,Jardim Botânico,Curitiba/PR,80210-410
Rua Francisco Nunes - até 639/640,Rebouças,Curitiba/PR,80215-000
Rua Doutor Reynaldo Machado - até 634/635,Rebouças,Curitiba/PR,80215-010
Rua Iapó - até 629/630,Rebouças,Curitiba/PR,80215-020
Rua Imaculada Conceição - até 629/630,Rebouças,Curitiba/PR,80215-030
Rua Felipe Camarão - até 534/535,Rebouças,Curitiba/PR,80215-040
Praça Constantino Fanini,Rebouças,Curitiba/PR,80215-042
Rua Antônio Vieira Borges,Rebouças,Curitiba/PR,80215-045
Rua Embaixador Hipólito de Araújo - até 434/435,Rebouças,Curitiba/PR,80215-050
Vila Ferroviários,Jardim Botânico,Curitiba/PR,80215-070
Avenida Comendador Franco - até 2129/2130,Jardim Botânico,Curitiba/PR,80215-090
Rua Walter Marquadt,Jardim Botânico,Curitiba/PR,80215-095
Rua Engenheiros Rebouças - de 1101/1102 a 1424/1425,Rebouças,Curitiba/PR,80215-100
Rua Sérgio Venci,Rebouças,Curitiba/PR,80215-105
Rua Pedro de Araújo Franco,Jardim Botânico,Curitiba/PR,80215-110
Praça Plínio Tourinho,Jardim Botânico,Curitiba/PR,80215-120
Rua Brasílio Itiberê - de 737/738 a 1484/1485,Rebouças,Curitiba/PR,80215-140
Rua Almirante Gonçalves - até 719/720,Rebouças,Curitiba/PR,80215-150
Rua Baltazar Carrasco dos Reis - até 1129/1130,Rebouças,Curitiba/PR,80215-160
Rua Chile - até 1450 - lado par,Rebouças,Curitiba/PR,80215-170
Largo Professor Guido Viaro,Prado Velho,Curitiba/PR,80215-180
Rua Imaculada Conceição - de 631/632 ao fim,Prado Velho,Curitiba/PR,80215-182
Rua Chile - até 1449 - lado ímpar,Prado Velho,Curitiba/PR,80215-184
Rua Coronel Zacarias,Prado Velho,Curitiba/PR,80215-190
Rua Felipe Camarão - de 536/537 ao fim,Prado Velho,Curitiba/PR,80215-192
Rua Pastor Walter Kelm,Prado Velho,Curitiba/PR,80215-196
Rua José Gabriel Gulgielmin,Prado Velho,Curitiba/PR,80215-198
Rua Guabirotuba,Prado Velho,Curitiba/PR,80215-200
Rua Francisco Nunes - de 641/642 ao fim,Prado Velho,Curitiba/PR,80215-202
Rua Comendador Roseira,Prado Velho,Curitiba/PR,80215-210
Rua Embaixador Hipólito de Araújo - de 436/437 ao fim,Prado Velho,Curitiba/PR,80215-212
Rua Jóquei Clube,Prado Velho,Curitiba/PR,80215-220
Rua Iapó - de 631/632 ao fim,Prado Velho,Curitiba/PR,80215-223
Rua Cyro Vellozo,Prado Velho,Curitiba/PR,80215-230
Rua Conselheiro Laurindo - de 2465/2466 ao fim,Prado Velho,Curitiba/PR,80215-232
Rua Gustavo Ambrus,Prado Velho,Curitiba/PR,80215-240
Rua Doutor Reynaldo Machado - de 636/637 ao fim,Prado Velho,Curitiba/PR,80215-242
Rua Professora Regina Casagrande Marinoni,Prado Velho,Curitiba/PR,80215-250
Rua Thomas Edison,Prado Velho,Curitiba/PR,80215-260
Jardinete Professor Fernando Lacerda Carneiro,Prado Velho,Curitiba/PR,80215-262
Avenida Senador Salgado Filho - até 659/0660,Prado Velho,Curitiba/PR,80215-270
Rua Pedro de Toledo,Prado Velho,Curitiba/PR,80215-280
Travessa Solieri,Prado Velho,Curitiba/PR,80215-290
Rua Constantino Bordignon,Prado Velho,Curitiba/PR,80215-300
Rua Vicente Zeglin,Prado Velho,Curitiba/PR,80215-302
Rua Aluízio Finzetto,Prado Velho,Curitiba/PR,80215-310
Rua Orestes Camilli,Prado Velho,Curitiba/PR,80215-330
Jardinete Engenheiro Augusto Grohs,Prado Velho,Curitiba/PR,80215-390
Rua Antônio Grocoske,Prado Velho,Curitiba/PR,80215-400
Rua Wilson Feijó,Prado Velho,Curitiba/PR,80215-420
Rua Manoel Martins de Abreu - de 192/193 ao fim,Prado Velho,Curitiba/PR,80215-430
Rua João Marchesini,Prado Velho,Curitiba/PR,80215-432
Rua Aquelino Orestes Baglioli,Prado Velho,Curitiba/PR,80215-434
Praça Mário Vendramel,Prado Velho,Curitiba/PR,80215-435
Rua Josefina Zanier,Prado Velho,Curitiba/PR,80215-440
Rua Antônio Cândido Ferreira,Jardim Botânico,Curitiba/PR,80215-450
Viaduto Colorado,Jardim Botânico,Curitiba/PR,80215-454
Rua Ângelo Ferro,Jardim Botânico,Curitiba/PR,80215-460
Rua Pedro Costa Cunha,Jardim Botânico,Curitiba/PR,80215-470
Rua Manoel Martins de Abreu - até 190/191,Jardim Botânico,Curitiba/PR,80215-472
Rua Doutor Alberto Franco Ferreira da Costa,Jardim Botânico,Curitiba/PR,80215-480
Rua Dorival Almir Zagonel,Jardim Botânico,Curitiba/PR,80215-490
Rua Manoel Freire,Prado Velho,Curitiba/PR,80215-500
Rua Osíris de Brito,Prado Velho,Curitiba/PR,80215-510
Rua Anna Friebe,Prado Velho,Curitiba/PR,80215-520
Rua Rui Ferraz de Carvalho,Prado Velho,Curitiba/PR,80215-530
Rua Irineu Adami,Prado Velho,Curitiba/PR,80215-540
Rua Sérgio Dudeck,Prado Velho,Curitiba/PR,80215-542
Rua Arnoldo Ravanelo,Prado Velho,Curitiba/PR,80215-550
Rua Arthur Otto Suckow,Prado Velho,Curitiba/PR,80215-560
Rua Dinorá Cardoso de Lima,Prado Velho,Curitiba/PR,80215-570
Rua Doutor Nelson Berno,Prado Velho,Curitiba/PR,80215-580
Rua Eclídio Pedro Hecke,Prado Velho,Curitiba/PR,80215-590
Rua Plácida Thomazi Zanoto,Prado Velho,Curitiba/PR,80215-600
Rua Alcina Tacla Sabbag,Prado Velho,Curitiba/PR,80215-610
Rua Edith Barcelos Schramm,Prado Velho,Curitiba/PR,80215-620
Rua Manoel Severiano da Fonseca,Prado Velho,Curitiba/PR,80215-630
Rua Mário Romagnolli,Prado Velho,Curitiba/PR,80215-640
Rua Esperandio Domingos Foggiatto,Prado Velho,Curitiba/PR,80215-650
Rua Plínio Barroso de Castro,Prado Velho,Curitiba/PR,80215-660
Rua Maestro Idilio Donatti,Prado Velho,Curitiba/PR,80215-670
Rua Rômulo Antônio Pellanda,Prado Velho,Curitiba/PR,80215-680
"Rua Engenheiros Rebouças, 1376

SANEPAR - Companhia de Saneamento do Paraná",Rebouças,Curitiba/PR,80215-900
"Rua Imaculada Conceição, 1155

Pontifícia Universidade Católica do Paraná",Prado Velho,Curitiba/PR,80215-901
Avenida Marechal Floriano Peixoto - de 932 a 2434 - lado par,Rebouças,Curitiba/PR,80220-000
Avenida Marechal Floriano Peixoto - de 2436 a 4544 - lado par,Parolin,Curitiba/PR,80220-001
Rua Doutor Carvalho Chaves,Parolin,Curitiba/PR,80220-010
Rua João Batista Berno,Parolin,Curitiba/PR,80220-020
Rua Desembargador Westphalen - de 1890/1891 a 2860/2861,Rebouças,Curitiba/PR,80220-030
Rua Desembargador Westphalen - de 2862/2863 ao fim,Parolin,Curitiba/PR,80220-031
Rua Doutor Pamphilo d'Assumpção - até 474/475,Rebouças,Curitiba/PR,80220-040
Rua Doutor Pamphilo d'Assumpção - de 476/477 ao fim,Parolin,Curitiba/PR,80220-041
Rua Alferes Poli - de 351/352 a 2014/2015,Rebouças,Curitiba/PR,80220-050
Rua Alferes Poli - de 2016/2017 ao fim,Parolin,Curitiba/PR,80220-051
Rua Vinte e Quatro de Maio - de 351/352 a 2044/2045,Rebouças,Curitiba/PR,80220-060
Rua Vinte e Quatro de Maio - de 2046/2047 ao fim,Parolin,Curitiba/PR,80220-061
Rua Nunes Machado - de 399/400 a 2060/2061,Rebouças,Curitiba/PR,80220-070
Rua Nunes Machado - de 2062/2063 ao fim,Parolin,Curitiba/PR,80220-071
Rua Lamenha Lins - de 496/497 a 2289/2290,Rebouças,Curitiba/PR,80220-080
Rua Lamenha Lins - de 2291/2292 ao fim,Parolin,Curitiba/PR,80220-081
Rua Gino Parolin,Parolin,Curitiba/PR,80220-090
Rua Brigadeiro Franco - de 2405 a 4259 - lado ímpar,Rebouças,Curitiba/PR,80220-100
Travessa Livorno,Parolin,Curitiba/PR,80220-110
Rua Leonor Caron Alves,Parolin,Curitiba/PR,80220-120
Rua Doutor Ernesto Schwartz,Parolin,Curitiba/PR,80220-130
Rua Padre Isaías de Andrade,Parolin,Curitiba/PR,80220-140
Rua Edgard Meira de Vasconcellos,Parolin,Curitiba/PR,80220-141
Rua Brigadeiro Franco - de 4261/4262 ao fim,Parolin,Curitiba/PR,80220-142
Rua Montese,Parolin,Curitiba/PR,80220-150
Rua Gastão Poplade,Parolin,Curitiba/PR,80220-160
Rua Capitão Caetano Munhoz,Parolin,Curitiba/PR,80220-170
Rua Chile - de 1451/1452 a 1625/1626,Rebouças,Curitiba/PR,80220-180
Rua Chile - de 1627/1628 ao fim,Rebouças,Curitiba/PR,80220-181
Rua Conselheiro Dantas - até 454/455,Prado Velho,Curitiba/PR,80220-190
Rua Conselheiro Dantas - de 456/457 a 1389/1390,Rebouças,Curitiba/PR,80220-191
Avenida Presidente Kennedy - até 940 - lado par,Rebouças,Curitiba/PR,80220-200
Avenida Presidente Kennedy - de 3 a 1705 - lado ímpar,Parolin,Curitiba/PR,80220-201
Avenida Presidente Kennedy - de 942 a 1702 - lado par,Agua Verde,Curitiba/PR,80220-202
Largo Júlio Szymanski,Rebouças,Curitiba/PR,80220-210
Rua João Zaniolo,Rebouças,Curitiba/PR,80220-230
Rua Piauí - até 1488/1489,Parolin,Curitiba/PR,80220-240
Rua Toni Buso,Parolin,Curitiba/PR,80220-250
Rua Ceará,Parolin,Curitiba/PR,80220-260
Praça Alcinda Gomes Chagas,Parolin,Curitiba/PR,80220-262
Rua João Viana Seiler,Parolin,Curitiba/PR,80220-270
Rua Acácio Corrêa,Parolin,Curitiba/PR,80220-280
Rua João Parolin,Prado Velho,Curitiba/PR,80220-290
Avenida Marechal Floriano Peixoto - de 2311 a 4545 - lado ímpar,Prado Velho,Curitiba/PR,80220-295
Rua Caetê,Prado Velho,Curitiba/PR,80220-300
Rua Rio Vila Guaíra - de 871/872 ao fim,Guaíra,Curitiba/PR,80220-310
Rua Carlos Affonso Meissner Osorio,Guaíra,Curitiba/PR,80220-313
Rua Professor Rubens Elke Braga,Parolin,Curitiba/PR,80220-320
Rua João Santana da Silva,Parolin,Curitiba/PR,80220-324
Rua Chanceler Lauro Müller,Parolin,Curitiba/PR,80220-330
Rua Miguel Matkoski,Parolin,Curitiba/PR,80220-332
Rua Pedro Vicente de Matos,Parolin,Curitiba/PR,80220-333
Rua Ermindo Luis Matkoski,Parolin,Curitiba/PR,80220-335
Rua Eugênio Parolin,Parolin,Curitiba/PR,80220-340
Rua Antonio Parolim Júnior,Parolin,Curitiba/PR,80220-350
Rua Francisco Parolin,Parolin,Curitiba/PR,80220-360
Rua Jaime Costa,Prado Velho,Curitiba/PR,80220-370
Rua Leopoldo Froes,Prado Velho,Curitiba/PR,80220-380
Rua Professor Porthos Velozo,Parolin,Curitiba/PR,80220-390
Rua Professor Plácido e Silva,Parolin,Curitiba/PR,80220-400
Rua Aloir Wanderley Portaneri Rios,Parolin,Curitiba/PR,80220-402
Rua Professor Leônidas Ferreira da Costa,Parolin,Curitiba/PR,80220-410
Rua Antonia Theresinha Dallagassa,Parolin,Curitiba/PR,80220-413
Rua Professor José Farâni Mansur Guérios,Parolin,Curitiba/PR,80220-420
Avenida da República - de 3975/3976 a 4979/4980,Parolin,Curitiba/PR,80220-430
Rua Maria do Socorro Ramos de Oliveira,Parolin,Curitiba/PR,80220-432
Rua Daisy Luci Berno - até 934/935,Parolin,Curitiba/PR,80220-435
Rua Anselmo Camati,Guaíra,Curitiba/PR,80220-440
Rua Maria Moscardi Fanini,Guaíra,Curitiba/PR,80220-450
Rua João Fagundes Machado,Guaíra,Curitiba/PR,80220-460
Rua David de Souza Camargo,Prado Velho,Curitiba/PR,80220-470
"Rua Chile, 1122

Edifício Papa João XXIII",Rebouças,Curitiba/PR,80220-900
"Rua Chile, 2001

Conjunto Residencial Chile",Rebouças,Curitiba/PR,80220-901
"Rua João Parolin, 224

Tribunal Regional Eleitoral",Parolin,Curitiba/PR,80220-902
Avenida Silva Jardim - até 1194/1195,Rebouças,Curitiba/PR,80230-000
Avenida Sete de Setembro - de 2195 a 3899 - lado ímpar,Rebouças,Curitiba/PR,80230-010
Avenida Iguaçu - até 1029/1030,Rebouças,Curitiba/PR,80230-020
Avenida Presidente Getúlio Vargas - até 1144/1145,Rebouças,Curitiba/PR,80230-030
Rua Engenheiros Rebouças - de 1426/1427 a 2574/2575,Rebouças,Curitiba/PR,80230-040
Rua Brasílio Itiberê - de 1486/1487 a 2599/2600,Rebouças,Curitiba/PR,80230-050
Rua Almirante Gonçalves - de 721/722 a 2170/2171,Rebouças,Curitiba/PR,80230-060
Rua Baltazar Carrasco dos Reis - de 1131/1132 a 2174/2175,Rebouças,Curitiba/PR,80230-070
Rua Vinte e Quatro de Maio - até 349/350,Centro,Curitiba/PR,80230-080
Avenida Sete de Setembro - de 1668 a 3530 - lado par,Centro,Curitiba/PR,80230-085
Rua Alferes Poli - até 349/350,Centro,Curitiba/PR,80230-090
Rua Desembargador Westphalen - de 0721/722 a 1888/1889,Rebouças,Curitiba/PR,80230-100
Avenida Marechal Floriano Peixoto - de 931 a 2309 - lado ímpar,Rebouças,Curitiba/PR,80230-110
Rua Santo Antônio,Rebouças,Curitiba/PR,80230-120
Rua Rockefeller,Rebouças,Curitiba/PR,80230-130
Rua Piquiri,Rebouças,Curitiba/PR,80230-140
Rua João Negrão - de 851/852 ao fim,Rebouças,Curitiba/PR,80230-150
Travessa Pinheiro,Rebouças,Curitiba/PR,80230-160
Praça do Radialista,Rebouças,Curitiba/PR,80230-170
Rua Conselheiro Laurindo - de 1086/1087 a 2463/2464,Rebouças,Curitiba/PR,80230-180
"Rua Engenheiros Rebouças, 1707

Fundação de Saúde Caetano Munhoz da Rocha",Rebouças,Curitiba/PR,80230-900
"Avenida Sete de Setembro, 3165

UTFPR - Universidade Tecnológica Federal do Paraná",Centro,Curitiba/PR,80230-901
"Avenida Iguaçu, 420

DER - Departamento de Estradas de Rodagem",Rebouças,Curitiba/PR,80230-902
"Avenida Sete de Setembro, 2775

Shopping Estação",Rebouças,Curitiba/PR,80230-903
"Rua João Negrão, 1251 Bloco 1 Andar 3

CDD Rebouças",Rebouças,Curitiba/PR,80230-970
"Rua João Negrão, 1251 Andar Térreo

CEM Curitiba",Rebouças,Curitiba/PR,80230-971
"Rua João Negrão, 1251 Bloco 1 Andar 1º

CEE Curitiba Centro",Rebouças,Curitiba/PR,80230-972
"Rua João Negrão, 1251

CLI Curitiba Centro",Rebouças,Curitiba/PR,80230-975
"Rua João Negrão, 1251 Clique e Retire Correios

AC João Negrão Clique e Retire",Rebouças,Curitiba/PR,80231-959
"Rua João Negrão, 1251

AC João Negrão",Rebouças,Curitiba/PR,80231-970
"Rua João Negrão, 1251

CDIP Centro de Digitalização de Objetos Postais",Rebouças,Curitiba/PR,80233-970
