Logradouro,Bairro,Cidade,CEP
Rua Martinho Lutero - E - de 2340/2341 a 2609/2610,Jardim América,Chapecó/SC,89803-434
Rua Carlos Gomes - E - de 1821/1822 a 2379/2380,Jardim América,Chapecó/SC,89803-436
Rua Carlos Gomes - E - de 2381/2382 a 2641/2642,Jardim América,Chapecó/SC,89803-438
Rua José Linhares,Jardim América,Chapecó/SC,89803-440
Rua Princesa Isabel - E - de 1801/1802 ao fim,Jardim América,Chapecó/SC,89803-442
Travessa Nicolau Vergueiro,Jardim América,Chapecó/SC,89803-450
Rua Guimarães Rosa,Jardim América,Chapecó/SC,89803-460
Rua Graciliano Ramos,Jardim América,Chapecó/SC,89803-470
Rua Humberto de Campos,Jardim América,Chapecó/SC,89803-480
Rua Marechal Mascarenhas de Moraes - até 629 - lado ímpar,Jardim América,Chapecó/SC,89803-485
Rua Vinte e Cinco de Agosto - até 679/680,Jardim América,Chapecó/SC,89803-500
Rua Vinte e Cinco de Agosto - de 681/682 ao fim,Jardim América,Chapecó/SC,89803-501
Rua Procópio Ferreira,Jardim América,Chapecó/SC,89803-510
Rua Câmara Júnior,Jardim América,Chapecó/SC,89803-520
Rua Inácio José Negrão,Jardim América,Chapecó/SC,89803-530
Rua João Costa do Nascimento - até 99999 - lado ímpar,Jardim América,Chapecó/SC,89803-536
Rua João Costa do Nascimento - até 99998 - lado par,Parque das Palmeiras,Chapecó/SC,89803-540
Rua João Maria Pompeu da Silva,Parque das Palmeiras,Chapecó/SC,89803-550
Travessa Gabriel da Luz,Parque das Palmeiras,Chapecó/SC,89803-555
Rua Castro Alves - E - de 2291/2292 ao fim,Parque das Palmeiras,Chapecó/SC,89803-556
Rua Olavo Bilac - E - de 2545/2546 ao fim,Parque das Palmeiras,Chapecó/SC,89803-558
Rua Lourenço Lorini,Parque das Palmeiras,Chapecó/SC,89803-560
Rua Martinho Lutero - E - de 2611/2612 ao fim,Parque das Palmeiras,Chapecó/SC,89803-562
Rua Etore Feroldi,Parque das Palmeiras,Chapecó/SC,89803-565
Rua Carlos Gomes - E - de 2643/2644 ao fim,Parque das Palmeiras,Chapecó/SC,89803-567
Rua Victor Carlos Breda,Parque das Palmeiras,Chapecó/SC,89803-570
Rua João Araldi,Parque das Palmeiras,Chapecó/SC,89803-580
Rua Arabutã,Parque das Palmeiras,Chapecó/SC,89803-590
Rua Marechal Mascarenhas de Moraes - até 630 - lado par,Parque das Palmeiras,Chapecó/SC,89803-600
Rua Marechal Mascarenhas de Moraes - de 631/632 a 1512/1513,Parque das Palmeiras,Chapecó/SC,89803-601
Rua Marechal Mascarenhas de Moraes - de 1514/1515 ao fim,Parque das Palmeiras,Chapecó/SC,89803-603
Rua Nilso Braun,Parque das Palmeiras,Chapecó/SC,89803-604
Rua Gabriel Fernandes de Oliveira,Parque das Palmeiras,Chapecó/SC,89803-605
Rua Genésio Refosco,Parque das Palmeiras,Chapecó/SC,89803-607
Rua Pavão,Parque das Palmeiras,Chapecó/SC,89803-608
Rua D,Parque das Palmeiras,Chapecó/SC,89803-609
Rua Vergílio Berticelli,Parque das Palmeiras,Chapecó/SC,89803-610
Rua José Marcon,Parque das Palmeiras,Chapecó/SC,89803-620
Rua Emília Menta,Parque das Palmeiras,Chapecó/SC,89803-630
Rua Thomaz Zidko,Parque das Palmeiras,Chapecó/SC,89803-640
Rua Cedro,Parque das Palmeiras,Chapecó/SC,89803-643
Travessa Timbó,Parque das Palmeiras,Chapecó/SC,89803-646
Rua Hipólito José da Costa,Parque das Palmeiras,Chapecó/SC,89803-650
Rua Ernesto de Marco,Parque das Palmeiras,Chapecó/SC,89803-660
Rua Antônio Siqueira,Parque das Palmeiras,Chapecó/SC,89803-670
Rua Francisco Damo,Parque das Palmeiras,Chapecó/SC,89803-680
Rua Adolfo Ritta,Parque das Palmeiras,Chapecó/SC,89803-690
Rua Martin Girardi,Parque das Palmeiras,Chapecó/SC,89803-700
Rua Henrique Raauvendaal,Parque das Palmeiras,Chapecó/SC,89803-710
Rua Reinaldo Sulszbach,Parque das Palmeiras,Chapecó/SC,89803-720
Rua Vitório Franceski,Parque das Palmeiras,Chapecó/SC,89803-730
Rua Modesto Baccarim,Parque das Palmeiras,Chapecó/SC,89803-740
Rua Victor Palma,Parque das Palmeiras,Chapecó/SC,89803-750
Rua Aparício Pompeo da Silva,Parque das Palmeiras,Chapecó/SC,89803-760
Rua Astrogildo Schaidt,Parque das Palmeiras,Chapecó/SC,89803-770
Rua Egídio Menta,Parque das Palmeiras,Chapecó/SC,89803-780
Rua Frei Bruno - até 201 - lado ímpar,Parque das Palmeiras,Chapecó/SC,89803-785
Rua Frei Bruno - de 203 ao fim - lado ímpar,Parque das Palmeiras,Chapecó/SC,89803-800
Acesso Ernani Sander - de 161 a 799 - lado ímpar,Parque das Palmeiras,Chapecó/SC,89803-805
Acesso Ernani Sander - de 801/802 ao fim,Parque das Palmeiras,Chapecó/SC,89803-810
Servidão Gregório Giuriatti,Parque das Palmeiras,Chapecó/SC,89803-840
"Rua Cristo Redentor, 600

CASAN - Companhia Catarinense de Águas e Saneamento",São Cristóvão,Chapecó/SC,89803-902
"Avenida São Pedro - E, 2987

CELESC - Centrais Elétricas de Santa Catarina",Jardim América,Chapecó/SC,89803-903
"Rua Ferdinando Ricieri Tussetti, s/n

EPAGRI",São Cristóvão,Chapecó/SC,89803-904
Avenida Fernando Machado - D - de 3007 ao fim - lado ímpar,Bela Vista,Chapecó/SC,89804-000
Avenida Fernando Machado - D - de 2527 a 3005 - lado ímpar,São Cristóvão,Chapecó/SC,89804-001
Rua Hermes da Fonseca - D - até 449/450,São Cristóvão,Chapecó/SC,89804-015
Rua Carlos Gomes - E - até 389/390,São Cristóvão,Chapecó/SC,89804-020
Rua Carlos Gomes - E - de 391/392 a 774/775,São Cristóvão,Chapecó/SC,89804-021
Rua Afonso Pena - D - até 583/584,São Cristóvão,Chapecó/SC,89804-023
Rua Francisco de Paula Rodrigues Alves - até 754/755,São Cristóvão,Chapecó/SC,89804-025
Rua Delfim Moreira da Costa Ribeiro - D - até 189/190,São Cristóvão,Chapecó/SC,89804-035
Rua Alberto Santos Dumont - E - até 414/415,São Cristóvão,Chapecó/SC,89804-040
Rua Alberto Santos Dumont - E - de 416/417 a 869/870,São Cristóvão,Chapecó/SC,89804-041
Rua Tomé de Souza - até 649/650,Bela Vista,Chapecó/SC,89804-070
Rua Tomé de Souza - de 651/652 a 1029/1030,Bela Vista,Chapecó/SC,89804-071
Rua Tiradentes - até 556 - lado par,Bela Vista,Chapecó/SC,89804-073
Rua Tiradentes - de 558 ao fim - lado par,Bela Vista,Chapecó/SC,89804-075
Rua Prudente José de Morais Barros - D - de 822 a 1110 - lado par,Bela Vista,Chapecó/SC,89804-081
Rua Francisco de Paula Rodrigues Alves - de 756/757 ao fim,Bela Vista,Chapecó/SC,89804-084
Rua Manoel Ferraz de Campos Salles - D - de 721/722 ao fim,Bela Vista,Chapecó/SC,89804-092
Travessa David Canabarro,Bela Vista,Chapecó/SC,89804-094
Travessa Ari Barroso,Bela Vista,Chapecó/SC,89804-096
Travessa Borba Gato,Bela Vista,Chapecó/SC,89804-098
Travessa Euclides da Cunha,Bela Vista,Chapecó/SC,89804-102
Travessa Visconde de Barbacena,Bela Vista,Chapecó/SC,89804-104
Travessa Anita Garibaldi,Bela Vista,Chapecó/SC,89804-106
Travessa Assis Chateaubriand,Bela Vista,Chapecó/SC,89804-108
Rua Afonso Pena - D - de 585/586 a 1243/1244,Bela Vista,Chapecó/SC,89804-111
Travessa José de Anchieta,Bela Vista,Chapecó/SC,89804-114
Travessa Almirante Francisco Manuel Barroso,Bela Vista,Chapecó/SC,89804-116
Rua Nilo Peçanha - D - de 552/553 a 1219/1220,Bela Vista,Chapecó/SC,89804-121
Rua Nilo Peçanha - D - de 1222 a 1854 - lado par,Bela Vista,Chapecó/SC,89804-122
Rua Hermes da Fonseca - D - de 451/452 a 1048/1049,Bela Vista,Chapecó/SC,89804-131
Rua Hermes da Fonseca - D - de 1050/1051 ao fim,Bela Vista,Chapecó/SC,89804-132
Rua Wenceslau Brás P. Gomes - D - de 451/452 a 999/1000,Bela Vista,Chapecó/SC,89804-141
Rua Wenceslau Brás P. Gomes - D - de 1001/1002 ao fim,Bela Vista,Chapecó/SC,89804-142
Rua Delfim Moreira da Costa Ribeiro - D - de 191/192 a 929/930,Bela Vista,Chapecó/SC,89804-150
Rua Delfim Moreira da Costa Ribeiro - D - de 931/932 ao fim,Bela Vista,Chapecó/SC,89804-151
Rua Marcílio Dias - até 669/670,Bela Vista,Chapecó/SC,89804-160
Rua Marcílio Dias - de 671/672 a 1099/1100,Bela Vista,Chapecó/SC,89804-161
Rua Epitácio Pessoa,Bela Vista,Chapecó/SC,89804-170
Rua Caramuru,Bela Vista,Chapecó/SC,89804-180
Rua Casimiro de Abreu,Bela Vista,Chapecó/SC,89804-190
Rua Pedro Álvares Cabral - até 399/400,Bela Vista,Chapecó/SC,89804-200
Rua Pedro Álvares Cabral - de 401/402 ao fim,Bela Vista,Chapecó/SC,89804-201
Rua Juscelino Kubitschek de Oliveira - até 399/400,Bela Vista,Chapecó/SC,89804-210
Rua Juscelino Kubitschek de Oliveira - de 401/402 ao fim,Bela Vista,Chapecó/SC,89804-211
Rua Cândido Portinari - até 409/410,Bela Vista,Chapecó/SC,89804-220
Rua Cândido Portinari - de 411/412 ao fim,Bela Vista,Chapecó/SC,89804-221
Rua Brusque - até 609/610,Bela Vista,Chapecó/SC,89804-230
Rua Brusque - de 611/612 a 1152/1153,Bela Vista,Chapecó/SC,89804-231
Rua Brusque - de 1155 ao fim - lado ímpar,Bela Vista,Chapecó/SC,89804-233
Rua Jacob Gisi,Bela Vista,Chapecó/SC,89804-240
Rua Cristóvão Colombo,Bela Vista,Chapecó/SC,89804-250
Rua João Maria Maciel,Bela Vista,Chapecó/SC,89804-260
Rua Manoel Machado,Bela Vista,Chapecó/SC,89804-270
Rua Polidoro de Almeida Mello,Bela Vista,Chapecó/SC,89804-280
Rua Amparo,Bela Vista,Chapecó/SC,89804-285
Rua Rogério Dal Santo,Bela Vista,Chapecó/SC,89804-290
Rua Noel Rosa,Bela Vista,Chapecó/SC,89804-300
Rua Hercílio Pedro da Luz - até 549/550,Bela Vista,Chapecó/SC,89804-310
Rua Hercílio Pedro da Luz - de 551/552 a 1020/1021,Bela Vista,Chapecó/SC,89804-311
Travessa Sobral,Bela Vista,Chapecó/SC,89804-315
Rua João Cella - até 299/300,Bela Vista,Chapecó/SC,89804-320
Rua Adelaide Rodrigues - até 209/210,Bela Vista,Chapecó/SC,89804-330
Rua Paulo Bartolomei - até 199/200,Bela Vista,Chapecó/SC,89804-340
Rua Felipe Schmidt - até 549/550,Bela Vista,Chapecó/SC,89804-350
Rua Felipe Schmidt - de 551/552 a 709/710,Bela Vista,Chapecó/SC,89804-351
Rua Vidal Ramos - até 649/650,Bela Vista,Chapecó/SC,89804-360
Rua João Cruz e Souza - até 949 - lado ímpar,Bela Vista,Chapecó/SC,89804-363
Rua João Cruz e Souza - de 951 a 1203 - lado ímpar,Bela Vista,Chapecó/SC,89804-366
Rua Gerônimo Francisco Coelho - até 699/700,Bela Vista,Chapecó/SC,89804-370
Rua Luiz Delfino dos Santos - E - até 399/400,Bela Vista,Chapecó/SC,89804-380
Rua Cardeal Dom Jaime Câmara - até 339/340,Bela Vista,Chapecó/SC,89804-385
Rua Contestado,Bela Vista,Chapecó/SC,89804-390
Servidão José Oliboni,Bela Vista,Chapecó/SC,89804-395
Rua Victor Meirelles - até 233/234,Bela Vista,Chapecó/SC,89804-410
Rua Otero Basso - até 98/99,Bela Vista,Chapecó/SC,89804-420
Rua Nilo Peçanha - D - de 1221 a 1855 - lado ímpar,Alvorada,Chapecó/SC,89804-427
Rua João Cruz e Souza - de 1205 ao fim - lado ímpar,Alvorada,Chapecó/SC,89804-429
Rua Alfredo Wagner,Alvorada,Chapecó/SC,89804-430
Rua Emílio de Morais,Alvorada,Chapecó/SC,89804-433
Rua Cardeal Dom Jaime Câmara - de 341/342 ao fim,Alvorada,Chapecó/SC,89804-435
Rua Victor Meirelles - de 235/236 ao fim,Alvorada,Chapecó/SC,89804-437
Rua Otero Basso - de 100/101 ao fim,Alvorada,Chapecó/SC,89804-439
Rua Rancho Queimado,Alvorada,Chapecó/SC,89804-440
Rua José Pedroso,Alvorada,Chapecó/SC,89804-442
Rua Damásio Flores da Cunha Filho,Alvorada,Chapecó/SC,89804-443
Rua Luiz Delfino dos Santos - E - de 401/402 ao fim,Alvorada,Chapecó/SC,89804-445
Rua Gerônimo Francisco Coelho - de 701/702 ao fim,Alvorada,Chapecó/SC,89804-447
Rua Vidal Ramos - de 651/652 ao fim,Alvorada,Chapecó/SC,89804-449
Rua Água Doce,Alvorada,Chapecó/SC,89804-450
Rua Felipe Schmidt - de 711/712 ao fim,Alvorada,Chapecó/SC,89804-453
Rua Afonso Pena - D - de 1245/1246 a 2219/2220,Alvorada,Chapecó/SC,89804-455
Rua Hercílio Pedro da Luz - de 1022/1023 ao fim,Alvorada,Chapecó/SC,89804-457
Rua Brusque - de 1154 ao fim - lado par,Alvorada,Chapecó/SC,89804-459
Rua Piratuba,Alvorada,Chapecó/SC,89804-460
Rua João Cella - de 301/302 ao fim,Alvorada,Chapecó/SC,89804-465
Rua Fraiburgo,Alvorada,Chapecó/SC,89804-470
Rua Adelaide Rodrigues - de 211/212 ao fim,Alvorada,Chapecó/SC,89804-475
Rua Correia Pinto,Alvorada,Chapecó/SC,89804-480
Rua Paulo Bartolomei - de 201/202 ao fim,Alvorada,Chapecó/SC,89804-482
Rua Prudente José de Morais Barros - D - de 1713/1714 ao fim,Alvorada,Chapecó/SC,89804-485
Rua Prudente José de Morais Barros - D - de 1112 a 1712 - lado par,Alvorada,Chapecó/SC,89804-487
Rua Ataíde Vieira dos Santos,Jardins,Chapecó/SC,89804-494
Rua Morro da Fumaça - até 49/50,Alvorada,Chapecó/SC,89804-500
Rua Morro da Fumaça - de 51 ao fim - lado ímpar,Alvorada,Chapecó/SC,89804-502
Rua Campos Novos - até 270/271,Alvorada,Chapecó/SC,89804-510
Rua Campos Novos - de 273 a 329 - lado ímpar,Alvorada,Chapecó/SC,89804-512
Rua Porto Belo - até 99999 - lado ímpar,Alvorada,Chapecó/SC,89804-520
Rua Araquari,Alvorada,Chapecó/SC,89804-530
Rua Afonso Pena - D - de 2221 a 2299 - lado ímpar,Alvorada,Chapecó/SC,89804-535
Rua Paulo VI,Alvorada,Chapecó/SC,89804-540
Rua Rodeio - até 99999 - lado ímpar,Alvorada,Chapecó/SC,89804-550
Rua Lebon Régis,Alvorada,Chapecó/SC,89804-560
Avenida Leopoldo Sander - E - de 2601/2602 a 2843/2844,Alvorada,Chapecó/SC,89804-571
Avenida Leopoldo Sander - E - de 2846 a 3032 - lado par,Alvorada,Chapecó/SC,89804-572
Rua Ernesto Wundervald,Alvorada,Chapecó/SC,89804-574
Rua Osvaldo Hübner,Alvorada,Chapecó/SC,89804-576
Rua Mário Rogério Antonini,Alvorada,Chapecó/SC,89804-578
Rua Prudente José de Morais Barros - D - de 821 a 1713 - lado ímpar,Jardins,Chapecó/SC,89804-743
Rua Marquês de Olinda - de 867/868 ao fim,Jardins,Chapecó/SC,89804-744
Rua Tomé de Souza - de 1031/1032 ao fim,Jardins,Chapecó/SC,89804-745
Rua Marcílio Dias - de 1101/1102 ao fim,Jardins,Chapecó/SC,89804-747
Rua Pedro Edimar Klauck,Jardins,Chapecó/SC,89804-749
Rua Dom João VI - de 881/882 ao fim,Jardins,Chapecó/SC,89804-750
Rua das Orquídeas - até 99998 - lado par,Jardins,Chapecó/SC,89804-765
Rua Correia Pinto,Jardins,Chapecó/SC,89804-779
Avenida Leopoldo Sander - E - de 2845 a 3271 - lado ímpar,Jardins,Chapecó/SC,89804-780
Rua João Justino Rescke,Jardins,Chapecó/SC,89804-781
Rua Padre Diogo Antônio Feijó,Jardins,Chapecó/SC,89804-782
Rua João Carlos Schneider da Costa,Jardins,Chapecó/SC,89804-783
Rua Itapiranga,Jardins,Chapecó/SC,89804-784
Rua Luiz Lunardi,Jardins,Chapecó/SC,89804-785
Rua Vitor Batista Nunes,Jardins,Chapecó/SC,89804-786
Rua Matheus Lunardi Guella Camacho,Jardins,Chapecó/SC,89804-787
Rua Augusto Barella,Jardins,Chapecó/SC,89804-788
Rua Marino Magro,Jardins,Chapecó/SC,89804-789
Rua João Francisco Carvalho Dellazzana,Jardins,Chapecó/SC,89804-790
Rua Altair José De Marco,Jardins,Chapecó/SC,89804-791
Rua Ernesto Balista,Jardins,Chapecó/SC,89804-792
Rua Teófilo Tavares,Jardins,Chapecó/SC,89804-793
Rua Wilson Erasmo Colombi,Jardins,Chapecó/SC,89804-794
Avenida São Pedro - E - de 2098 a 2848 - lado par,Jardins,Chapecó/SC,89804-795
Rua Ferdinando Ricieri Tussetti,Jardins,Chapecó/SC,89804-796
Rua Priamo do Amaral,Lajeado,Chapecó/SC,89804-800
Rua Henrique Vidal Ramos,Lajeado,Chapecó/SC,89804-830
Rua Jorge Roberto da Silva Mattos,Lajeado,Chapecó/SC,89804-836
Rua Walmor José Bortoluzzi,Lajeado,Chapecó/SC,89804-837
Rua Geni Zani Scussiato,Lajeado,Chapecó/SC,89804-838
Rua Luiz Malacarne,Lajeado,Chapecó/SC,89804-840
Rua Waldir Zani,Lajeado,Chapecó/SC,89804-842
Rua Pedro Rodrigues da Silva,Lajeado,Chapecó/SC,89804-844
Rua Melita Maria Friedrich,Lajeado,Chapecó/SC,89804-846
Rua Arlindo Agne,Lajeado,Chapecó/SC,89804-848
Avenida Leopoldo Sander - E - de 872 a 2600 - lado par,Lajeado,Chapecó/SC,89804-862
Rua Arlindo Schwarz,Lajeado,Chapecó/SC,89804-880
Rua Dulcídio Machado dos Santos,Lajeado,Chapecó/SC,89804-882
Rua Dorvalino Baldissera,Lajeado,Chapecó/SC,89804-884
Rua Alda Pires Vieira,Lajeado,Chapecó/SC,89804-886
Rua Pedro Oliveira Mendes,Lajeado,Chapecó/SC,89804-888
Rua Domingos Albino Reche,Lajeado,Chapecó/SC,89804-890
Avenida Getúlio Dorneles Vargas - N - de 1431/1432 a 1929/1930,Centro,Chapecó/SC,89805-000
Avenida Getúlio Dorneles Vargas - N - de 1931/1932 a 2984/2985,Passo dos Fortes,Chapecó/SC,89805-001
Rua Paulo Marques - D - até 169/170,Centro,Chapecó/SC,89805-010
Rua Vitório Cella - D,Centro,Chapecó/SC,89805-015
Avenida Nereu Ramos - E - de 1453 a 2029 - lado ímpar,Centro,Chapecó/SC,89805-018
Rua Sicília - D - até 159/160,Centro,Chapecó/SC,89805-020
Rua Esparta,Centro,Chapecó/SC,89805-025
Rua Mônaco - até 179/180,Centro,Chapecó/SC,89805-030
Rua Atenas,Passo dos Fortes,Chapecó/SC,89805-035
Rua Mônaco - de 181/182 ao fim,Passo dos Fortes,Chapecó/SC,89805-037
Rua Atlanta,Passo dos Fortes,Chapecó/SC,89805-040
Avenida Fernando Machado - D - de 1822 a 2608 - lado par,Passo dos Fortes,Chapecó/SC,89805-042
Rua Álvaro de Carvalho,Passo dos Fortes,Chapecó/SC,89805-050
Avenida Fernando Machado - D - de 2610 a 3120 - lado par,Passo dos Fortes,Chapecó/SC,89805-052
Rua Gonçalves Dias - até 159/160,Passo dos Fortes,Chapecó/SC,89805-053
Rua Hugo de Almeida Campos,Passo dos Fortes,Chapecó/SC,89805-059
Rua Benjamin Galotti,Passo dos Fortes,Chapecó/SC,89805-060
Rua Antônio Salvadoretti,Passo dos Fortes,Chapecó/SC,89805-062
Rua Heriberto Hulse,Passo dos Fortes,Chapecó/SC,89805-070
Rua Henrique Dias,Passo dos Fortes,Chapecó/SC,89805-075
Rua Benjamin Franklin,Passo dos Fortes,Chapecó/SC,89805-080
Rua Guerra Junqueira,Passo dos Fortes,Chapecó/SC,89805-085
Rua Dalva de Oliveira,Passo dos Fortes,Chapecó/SC,89805-090
Rua Lisboa - até 229/230,Passo dos Fortes,Chapecó/SC,89805-092
Rua Francisco Alves - Ímpar,Passo dos Fortes,Chapecó/SC,89805-096
Avenida Nereu Ramos - E - de 1454 a 2028 - lado par,Passo dos Fortes,Chapecó/SC,89805-100
Avenida Nereu Ramos - E - de 3480/3481 ao fim,Líder,Chapecó/SC,89805-101
Avenida Nereu Ramos - E - de 2030/2031 a 2879/2880,Passo dos Fortes,Chapecó/SC,89805-102
Avenida Nereu Ramos - E - de 2881/2882 a 3478/3479,Líder,Chapecó/SC,89805-103
Rua Rui Barbosa - E - de 1481/1482 ao fim,Passo dos Fortes,Chapecó/SC,89805-108
Rua Paulo Marques - D - de 171/172 ao fim,Passo dos Fortes,Chapecó/SC,89805-112
Rua Sicília - D - de 161/162 ao fim,Passo dos Fortes,Chapecó/SC,89805-117
Avenida São Pedro - D - de 201 a 627 - lado ímpar,Passo dos Fortes,Chapecó/SC,89805-120
Rua Pascoal Moro,Passo dos Fortes,Chapecó/SC,89805-130
Rua Alfredo Rech,Passo dos Fortes,Chapecó/SC,89805-140
Rua Berlim - até 209/210,Passo dos Fortes,Chapecó/SC,89805-143
Rua Mário Lara,Passo dos Fortes,Chapecó/SC,89805-145
Rua Roma - até 219/220,Passo dos Fortes,Chapecó/SC,89805-147
Rua Luiz Signori,Passo dos Fortes,Chapecó/SC,89805-150
Rua Othon Gama D'Eça,Passo dos Fortes,Chapecó/SC,89805-160
Rua Dom Joaquim Domingues de Oliveira - de 402 ao fim - lado par,Passo dos Fortes,Chapecó/SC,89805-165
Rua Dom Joaquim Domingues de Oliveira - até 400 - lado par,Passo dos Fortes,Chapecó/SC,89805-170
Servidão Ijuí,Líder,Chapecó/SC,89805-172
Servidão Chuí,Líder,Chapecó/SC,89805-174
Travessa Malvinas,Líder,Chapecó/SC,89805-176
Rua Dom Joaquim Domingues de Oliveira - até 399 - lado ímpar,Líder,Chapecó/SC,89805-178
Rua Dom Joaquim Domingues de Oliveira - de 401 ao fim - lado ímpar,Líder,Chapecó/SC,89805-179
Rua Peru - até 428/429,Líder,Chapecó/SC,89805-180
Rua Peru - de 430/431 ao fim,Líder,Chapecó/SC,89805-182
Avenida Getúlio Dorneles Vargas - N - de 2986/2987 a 3599/3600,Líder,Chapecó/SC,89805-184
Avenida Getúlio Dorneles Vargas - N - de 3601/3602 a 4133/4134,Líder,Chapecó/SC,89805-186
Rua Lisboa - de 231/232 ao fim,Líder,Chapecó/SC,89805-200
Avenida Fernando Machado - D - de 3222 ao fim - lado par,Líder,Chapecó/SC,89805-203
Rua Marselha,Líder,Chapecó/SC,89805-205
Rua Francisco Alves - Par,Líder,Chapecó/SC,89805-208
Rua Equador - E,Líder,Chapecó/SC,89805-210
Rua Equador - D - até 469/470,Líder,Chapecó/SC,89805-211
Rua Equador - D - de 471/472 ao fim,Líder,Chapecó/SC,89805-212
Servidão Irã,Líder,Chapecó/SC,89805-213
Rua Colômbia - E,Líder,Chapecó/SC,89805-215
Rua Colômbia - D - até 489/490,Líder,Chapecó/SC,89805-216
Rua Colômbia - D - de 491/492 ao fim,Líder,Chapecó/SC,89805-217
Rua Estocolmo - até 448/449,Líder,Chapecó/SC,89805-218
Rua Venezuela - E,Líder,Chapecó/SC,89805-220
Rua Venezuela - D - até 549/550,Líder,Chapecó/SC,89805-221
Rua Venezuela - D - de 551/552 ao fim,Líder,Chapecó/SC,89805-223
Rua Cuba - E,Líder,Chapecó/SC,89805-225
Rua Cuba - D - até 499/500,Líder,Chapecó/SC,89805-226
Rua Cuba - D - de 501/502 ao fim,Líder,Chapecó/SC,89805-228
Rua Nicaragua - E,Líder,Chapecó/SC,89805-230
Rua Nicaragua - D,Líder,Chapecó/SC,89805-232
Rua Senador Nilo Coelho,Líder,Chapecó/SC,89805-235
Rua Líbia,Líder,Chapecó/SC,89805-240
Rua Paquetá,Líder,Chapecó/SC,89805-243
Rua Maximiliano Koderer,Líder,Chapecó/SC,89805-244
Rua Marajó,Líder,Chapecó/SC,89805-246
Rua Camaquã,Líder,Chapecó/SC,89805-250
Rua Jandaia,Líder,Chapecó/SC,89805-253
Rua Xanxerê - D,Bom Retiro,Chapecó/SC,89805-260
Avenida Getúlio Dorneles Vargas - N - de 4135 a 4333 - lado ímpar,Líder,Chapecó/SC,89805-262
Rua Xaxim - E,Líder,Chapecó/SC,89805-263
Rua Xanxerê - E,Líder,Chapecó/SC,89805-270
Rua São Domingos,Líder,Chapecó/SC,89805-273
Servidão Osmar Ferreira Porto,Líder,Chapecó/SC,89805-274
Rua Campo Erê,Líder,Chapecó/SC,89805-276
Rua Abelardo Luz,Líder,Chapecó/SC,89805-280
Rua Seara - E,Líder,Chapecó/SC,89805-283
Rua Concórdia - E - até 99998/99999,Líder,Chapecó/SC,89805-286
Rua Jordão,Líder,Chapecó/SC,89805-288
Acesso Plínio Arlindo de Nes,Líder,Chapecó/SC,89805-290
Rua Inês Battiston,Líder,Chapecó/SC,89805-292
Rua Humaitá - lado par,Líder,Chapecó/SC,89805-295
Rua Bolívia - E,Líder,Chapecó/SC,89805-300
Rua Bolívia - D - até 699/700,Líder,Chapecó/SC,89805-301
Rua Bolívia - D - de 701/702 ao fim,Líder,Chapecó/SC,89805-303
Rua Mário Castilo Hoff,Líder,Chapecó/SC,89805-304
Rua da Horta,Líder,Chapecó/SC,89805-308
Rua Oscar José Negrão - até 199/200,Líder,Chapecó/SC,89805-310
Rua Oscar José Negrão - de 201/202 ao fim,Líder,Chapecó/SC,89805-312
Rua Estocolmo - de 450/451 ao fim,Líder,Chapecó/SC,89805-315
Servidão Matusalém Teles de Lara,Líder,Chapecó/SC,89805-320
Rua Madrid - até 490/491,Líder,Chapecó/SC,89805-330
Rua Madrid - de 492/493 ao fim,Líder,Chapecó/SC,89805-332
Rua Berlim - de 211/212 a 490/491,Líder,Chapecó/SC,89805-340
Rua Berlim - de 492/493 ao fim,Líder,Chapecó/SC,89805-342
Rua Roma - de 221/222 a 724/725,Líder,Chapecó/SC,89805-350
Rua Roma - de 726/727 ao fim,Líder,Chapecó/SC,89805-352
Rua Amélia Paniz Trombetta,Líder,Chapecó/SC,89805-354
Rua Viena - de 141/142 a 719/720,Líder,Chapecó/SC,89805-360
Rua Viena - de 721/722 ao fim,Líder,Chapecó/SC,89805-362
Rua Moscou - até 500/501,Líder,Chapecó/SC,89805-370
Rua Moscou - de 502/503 ao fim,Líder,Chapecó/SC,89805-372
Rua Seis (Lot Novo Lar),Líder,Chapecó/SC,89805-375
Rua Quatorze de Agosto - E - de 3031/3032 ao fim,Líder,Chapecó/SC,89805-390
Rua Jerusalém - de 850/851 a 992/993,Líder,Chapecó/SC,89805-392
Rua Jerusalém - de 995 ao fim - lado ímpar,Líder,Chapecó/SC,89805-394
Rua Albino Sá Filho - E - até 204/205,Líder,Chapecó/SC,89805-400
Rua Albino Sá Filho - E - de 206/207 a 699/700,Líder,Chapecó/SC,89805-401
Rua Albino Sá Filho - E - de 702 a 1000 - lado par,Santa Paulina,Chapecó/SC,89805-403
Servidão Niterói,Líder,Chapecó/SC,89805-405
Rua John Kennedy - E - de 1111 a 2081 - lado ímpar,Líder,Chapecó/SC,89805-407
Rua Vitória Maragno,Líder,Chapecó/SC,89805-410
Rua Sérgio Luis Meneghini,Líder,Chapecó/SC,89805-415
Rua Enestor Franciosi (Vila Roma),Líder,Chapecó/SC,89805-425
Rua Catarina Hoff,Líder,Chapecó/SC,89805-427
Rua João Francisco Bedra (Lot. Vila Roma),Líder,Chapecó/SC,89805-428
Rua Blumenau - até 419/420,Líder,Chapecó/SC,89805-430
Rua Blumenau - de 421/422 ao fim,Líder,Chapecó/SC,89805-432
Rua Iracema - até 429/430,Líder,Chapecó/SC,89805-435
